Sample_Name	Axis1	Axis2	Axis3	Axis4	Axis5	Inversion	Chromosome
FAB_5X_LAMn_M_TRANSI_DWARF_194	-91.4977364015645	-56.4573084753414	26.279236353487	3.32956140945112	-21.4800719539326	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_196	-87.6546262492227	-49.7090494037214	26.0238096187092	-1.76673508829146	4.87853351421463	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_201	-90.6514635729491	-49.6198218214497	24.133377404087	0.130394032117252	-4.6483425471097	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_202	142.358521427894	-51.0129059123356	-67.1644225685666	5.45794244882695	1.07242498887018	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_68	-93.5554817865988	-50.8833202191537	25.9228600793364	-2.59664904298349	3.54759175617573	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_69	-92.4117860341184	-56.6406333287332	26.701386785383	2.74605353825595	-18.7177095061543	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_76	-93.5928419758791	-54.3882576547052	27.5629327307141	-1.96665235326005	5.70012389475962	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_77	-93.3092507228922	-46.6187308059593	25.1386857663405	-6.79956723586145	26.9658926070669	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_80	-92.4791715887994	-55.4415043474528	27.2978014814108	3.17632596150887	-18.6702943886328	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_82	-92.2816783213847	-55.4369226561991	26.7762743468494	3.01862092659359	-23.9515073750723	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_83	-92.8347903439378	-45.518431010898	26.1336415780003	-6.74307134958582	29.2777076187022	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_DWARF_84	-93.7579480256105	-54.9860621702385	25.8799255262324	3.00509227516484	-21.3232031244978	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_193	-90.7434903816895	-48.8056064563999	25.2305113070708	-1.79491423984991	0.670757775372016	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_200	-92.1034225062271	-55.5008177569591	26.4687726861375	2.43877876332128	-21.812278241487	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_206	-88.8578516753059	-49.1251941492532	23.3757548583974	-0.57530623981657	-4.62775295964842	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_213	-90.7631118143385	-47.7728847191388	24.4045861544474	-2.07740483659345	4.93086603389338	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_214	-91.1708924362024	-50.2201611333305	23.3361283410914	4.15581201397494	-21.7011901169474	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_71	-93.4105977300046	-49.424527593789	26.937497369092	-2.52611164950414	1.36503815021515	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_73	-89.0655270333652	-54.1319103311387	26.1870138497674	3.20584495120908	-25.2123971058212	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_83	-92.3517681309742	-48.7144705671414	23.4469832231414	-1.45714998542471	1.76118747370257	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_85	-94.815193565828	-53.7486667880504	26.5294213707371	-1.82910599760613	1.9503226707295	Inv_3.1	LG3
FAB_5X_LAMn_M_TRANSI_LARGE_87	-91.3766165164954	-45.4853655961044	25.361485590912	-5.93169010103245	25.4043116711795	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_DWARF_814	37.4829219614273	41.6817505183038	5.29149424784469	-30.6325248379192	2.55507764185109	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_DWARF_863	35.8209661903198	34.8348291666861	-5.84640356119198	-20.0460487393617	10.8856901509765	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_778	-92.581170423518	50.565161001416	-24.1144689394064	-0.372259527144589	14.6314249591825	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_779	31.5436973281637	33.4372977672082	2.15945404321825	-22.8018519875845	9.41941852598996	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_801	-96.1522392840359	59.055042224977	-29.9465507431734	0.879355248460457	10.3865171888498	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_802	-89.5375166725239	55.6077912626416	-28.4390427659402	-0.110342829642328	13.2405646072404	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_803	-90.5023170863886	50.7646882542426	-28.1420559715195	3.03160149348068	-13.0159435915284	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_806	-89.1019052583261	53.7636502163176	-26.4935478304189	0.520640996831818	6.48371351549474	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_808	-93.7950968947974	49.0218020391993	-26.3110164587231	-1.03606645387688	10.6864807391416	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_810	-92.9469314820611	49.8909399994347	-29.7767796023302	9.54490221732734	-37.1913254563391	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_818	-91.6014447949904	51.427390354345	-26.4012633600978	-0.878277060718933	21.4061234679054	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_819	43.5629039084933	48.3934416368642	28.4149639455311	49.7433272302699	16.9987406181306	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_820	-96.8939917014786	53.3515419677776	-27.8662987866304	2.31288571951024	-10.0153419724448	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_821	-92.8475874738927	48.2311048137908	-23.1084099429111	-3.41567231502136	11.020024065704	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_822	-93.4328863176948	48.5166629572346	-26.53149277662	-0.308739176895756	13.1569658487454	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_838	42.0027895557173	53.2878053820262	31.7462136030349	51.3487920857903	15.5085668935344	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_844	35.7587327727757	37.6135198395863	-0.12123406345282	-27.8261429246888	-2.57913332283157	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_857	-95.0770360731893	48.5998443243148	-25.0917978913387	1.83249774361382	6.82684468059544	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_858	-96.6195963666493	54.9540203771528	-27.8077809441569	-1.79350563223322	12.5608176091597	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_861	-98.8363243516134	55.4143671837377	-29.5546443842979	2.60370476668562	18.0441565911541	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_862	-95.7823592458331	51.2504660311821	-25.7050921511506	2.03556462904071	4.51473876540361	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_865	-99.0526684373325	56.0417700570513	-28.8377344916327	-1.13421181649905	22.1639750173201	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_870	-94.762933485603	48.0458244262926	-24.5389136590808	5.30218387058675	-11.6337695567184	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_875	-96.7558287854701	52.4545245383974	-25.3354210486631	-0.691174361152754	18.9746249521532	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_877	34.0512520964296	36.5496892476312	-1.54562131927396	-28.0544873638721	14.0007409113339	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_878	-93.1061911610434	55.8173786699139	-29.4335573820943	-1.89868016291401	17.1969896954427	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_883	-96.4789425879641	49.4041432549095	-27.9624554147719	3.83044157809092	-6.53020247121297	Inv_3.1	LG3
FAB_5X_LOKn_F_EXPOS_LARGE_899	-88.1654024654307	48.1590202884765	-24.5290473228578	0.602114139588303	1.17221004559067	Inv_3.1	LG3
FAB_5X_LOKn_F_SHELT_DWARF_1000	168.360517891485	27.0704468567675	52.6853181858678	23.1069620259371	-2.16144953583227	Inv_3.1	LG3
FAB_5X_LOKn_F_SHELT_DWARF_1001	162.475071486792	21.4593247610486	36.8093690798946	-43.7261433520185	-13.0994269512312	Inv_3.1	LG3
FAB_5X_LOKn_F_SHELT_DWARF_1005	164.220115448365	17.8873948256034	29.9797315062448	-47.0687746150618	-2.05137623160731	Inv_3.1	LG3
FAB_5X_LOKn_F_SHELT_DWARF_1006	170.808920280158	22.5092629727158	35.8228993011661	-54.9100724584185	-10.2166622424175	Inv_3.1	LG3
FAB_5X_LOKn_F_SHELT_DWARF_1010	157.646715465595	21.1718126178747	30.2263144710187	-56.7318168366409	-1.27692256852743	Inv_3.1	LG3
FAB_5X_LOKn_F_SHELT_DWARF_1014	178.568369404896	35.9917345032175	79.2668296327528	96.0273207447145	2.69077608527955	Inv_3.1	LG3
FAB_5X_LOKn_F_SHELT_DWARF_1016	173.164633110319	28.6013298322303	54.9865241565729	22.1216363316661	-2.53873426919603	Inv_3.1	LG3
FAB_5X_LOKn_F_SHELT_DWARF_1019	171.973840711634	31.0160853200545	58.1797625499529	27.8044081757665	2.38927079228768	Inv_3.1	LG3
